glass,0.025904928,0.00254871,0.008285239,0.071921162,0.35454003,0.454803904,0.515738458,0.514316524,0.2570089,0.027930919,0.015031425,0.032289932,0,0.02313775,0.007420393,0.056720481,0.346036472,0.41137812,0.492981216,0.536019454,0.286960096,0.014897699,0.009869321,0,0.005666453,0.023855978,0,0.046541775,0.337556429,0.375923725,0.489206939,0.485843466,0.274226917,0.027800372,0.028286031,0.032644147,0.162046795,0.151048385,0.112500777,0.170599378,0.468192246,0.521309389,0.604068193,0.621329987,0.432926906,0.208727118,0.18821289,0.183526214,0.58180786,0.560050341,0.483408216,0.489486776,0.848430921,0.920502669,0.945804707,0.947037982,0.844867474,0.594960433,0.614372117,0.699093462,0.651456552,0.600815267,0.537523968,0.569940523,0.96832692,0.973066105,0.979464588,0.932949121,0.831736916,0.514809904,0.618576024,0.6949723,0.666120377,0.654046255,0.553973596,0.595574477,0.999418232,0.975612136,0.936664977,0.912289805,0.820351445,0.604900329,0.503824116,0.68435697,0.668913351,0.681214925,0.671815989,0.632101983,1.047570063,0.931171634,0.999648283,1.007949414,0.871958491,0.594769908,0.663336507,0.742991296,0.498690812,0.493931615,0.483445066,0.480993649,0.87236816,0.805966973,0.861623291,0.891565571,0.674949184,0.428604891,0.471560061,0.488153294,0.035319878,0.035148261,0.03333833,0.094259223,0.520300458,0.45397586,0.509217209,0.541323812,0.287558795,0.007395948,0.031367425,0,0.024858509,0.030836215,0.011868563,0.126520612,0.510523168,0.461485123,0.557143041,0.56762457,0.286214744,0,0.020702834,0,0.036185414,0.037498526,0,0.098331806,0.545118931,0.468569036,0.569032839,0.616115435,0.334871909,0.025329862,0.035080374,0.027546336,0,0,0,0.5,0,0,1.5,1.5,0.5,0,0,0.5,0,0,0,0,2,1,1,2,0,1.5,0,0.5,1,0,1,0,2,1.5,1.5,2.5,0,0,1,0,1,0,0,2,3.5,10,10,8.5,3,0,2,0,0.5,2,1,3,21.5,29,33.5,28,10.5,1.5,1.5,1,0,2,1,6.5,30,21.5,29,30.5,20,3,0,2,1,2,0,6.5,27,22.5,28,33,20,3,1.5,2.5,0.5,1,3.5,3.5,27.5,26,29,35,12,2.5,1.5,2,1.5,0,1,1.5,10.5,27.5,29,15.5,4,2,1,0,0.5,0,1,0,2,2,2.5,3,0,0,0,0,0,0,0,0.5,0,1,2,1,0.5,0,0,1.5,0,0,0,0.5,0.5,1,0.5,0,0,0,0,0,glass
glass,0.012933719,0,0,0,0.001862404,0.136473298,0.437172819,0.542606461,0.464171747,0.395770983,0.20325042,0.023889358,0.102232896,0.09249925,0.081462467,0.087717245,0.083434127,0.225381751,0.522563276,0.661645671,0.638850002,0.504302804,0.288062609,0.128609606,0.42564495,0.418453819,0.339263012,0.310120681,0.334921949,0.491442303,0.843129062,0.905463881,0.942663545,0.843248526,0.667207864,0.575340257,0.467479338,0.447035648,0.374798525,0.344641373,0.388056505,0.545778163,0.832661368,0.957768716,1.006543103,0.906490487,0.719869187,0.609499029,0.510088962,0.4919869,0.438223923,0.385435202,0.433623606,0.591431351,0.824798875,0.931551743,1.042155543,0.921021664,0.722130085,0.607771805,0.619969485,0.571379132,0.485672029,0.481041121,0.513559848,0.639503452,0.874590534,0.956106312,1.06107596,0.865005704,0.763355646,0.642046748,0.52626541,0.516332855,0.441242049,0.42478569,0.459783346,0.586870138,0.795545238,0.858859409,0.938567072,0.891711773,0.553115197,0.550337758,0,0.031543622,0,0,0,0.135904473,0.418888921,0.559469526,0.549922154,0.394001646,0.200143533,0.017961193,0.010559737,0.034487037,0.022400978,0,0.029517634,0.147283813,0.4555513,0.601539188,0.530789076,0.436881144,0.235813339,0.023225678,0.010496002,0.035148261,0,0,0.01088585,0.15584902,0.453701564,0.591680305,0.527066126,0.44038596,0.219296511,0,0,0.006170576,0,0.03164783,0,0.155127717,0.495153936,0.630496092,0.572932901,0.421689486,0.229214163,0,0.010753213,0,0,0.003739688,0,0.144011079,0.510218263,0.673780804,0.609546584,0.485628048,0.245254552,0,0,0,0,0.5,0,0,1,2.5,2.5,1.5,0,0.5,0.5,0.5,0,0,1,1.5,4.5,11,7.5,4.5,2,1,0,1,1.5,0.5,2,5.5,16,26.5,28,21,7,2.5,1,1,1,1,2,11,24.5,22.5,24,21,12.5,0.5,0.5,2,0,1,2,14.5,26,24.5,21,26,17,1.5,0.5,1,1.5,0.5,2,9.5,29,29,26.5,27,12,1.5,1,1,0.5,0.5,0.5,6,20,31.5,26,17.5,6,1.5,0,0,1.5,0,0,0,1.5,3,2,1.5,1.5,0,0.5,0,0,0.5,0.5,1,1,1,0.5,1.5,0,0,0.5,0.5,0,0,0,0,1,1,1,1.5,0.5,0,0,0,0,0,0,0.5,1.5,2,1,2,1.5,1.5,0,0,1,0,0,0.5,0,1,0.5,1.5,0.5,0,glass
glass,0.106145896,0.386871345,0.493705815,0.501440078,0.449197771,0.277723222,0.025313249,0.023254194,0,0,0.003746087,0.028089645,0.517105526,0.756184212,0.811428545,0.812879413,0.773046148,0.661613904,0.450514962,0.43531809,0.495890112,0.481853245,0.476792296,0.540599494,0.778602421,1.052075854,1.04658378,0.971455922,0.982395638,0.873412227,0.718174629,0.651639931,0.772014212,0.760150068,0.807864278,0.932930717,0.731605371,0.991531964,1.026793187,0.943867628,0.95112943,0.845908707,0.628656051,0.577870138,0.68949832,0.690870092,0.749335301,0.82256699,0.689123489,0.967916136,1.019809222,0.958920636,0.972697002,0.791447098,0.525338396,0.507804472,0.608539306,0.609422,0.614372117,0.705767975,0.619969485,0.977595128,1.052097461,1.042645722,0.995236879,0.729814799,0.435298769,0.394518316,0.475813621,0.419253184,0.504703121,0.561049556,0.3651124,0.758482708,0.828200657,0.826511108,0.801097581,0.487577346,0.18899415,0.18783305,0.244118739,0.244642927,0.19809561,0.258436379,0.117299471,0.544813514,0.73974414,0.682024088,0.590257106,0.268948471,0.025802174,0.005603595,0.028561655,0,0.015813521,0.035922385,0.150337096,0.596989461,0.815663602,0.750704551,0.632359558,0.304880873,0.023289745,0.029182364,0.009909053,0.015338751,0.032842217,0.03398356,0.152069053,0.608220476,0.822140609,0.765621518,0.640206784,0.30772636,0.027885883,0.028641247,0.02881019,0.02259623,0.031367425,0,0.14479248,0.641860756,0.853530957,0.806849959,0.671994511,0.294569624,0.037077055,0.027144646,0.030666851,0,0.020702834,0,0.1557956,0.648890462,0.859679922,0.835079743,0.711803106,0.316409546,0.059099152,0.021387808,0.038130723,0.00829069,0.011351159,0.007305232,0,0,2,2.5,1,0,0,0,0,0,0,0,1.5,10,23.5,28.5,15.5,6,1,1,0,1,2,1,3.5,23,27,30,26,14.5,2,1.5,0,0,0.5,1,7.5,24,25,25.5,25,20.5,3,1.5,1,0,2,0,9.5,22,20,26,28.5,20,3,0.5,1,1.5,1.5,1.5,5,22,22,23.5,27,10.5,3,1,1,0.5,0,1.5,2,7,14.5,15,10.5,5,1.5,1,0,1.5,0,1,1,1,2.5,0.5,1,0,0,0,0,0,0,0.5,1.5,0,1,2.5,1.5,1,0,0,0,0,0.5,0.5,0.5,1.5,1,1,1,0.5,0,0,0,0,0.5,0,0,0.5,0.5,1,1,0,1,0,0,0,0,1.5,0.5,0.5,1.5,1.5,1,0,0,0,0,0,0,0,glass
glass,0.080238084,0.291682202,0.256176752,0.336877625,0.328254634,0.261544523,0.025313249,0.023254194,0,0.008568926,0.015031425,0.028089645,0.076690397,0.295525115,0.25015046,0.352089172,0.332847972,0.243960944,0.015958896,0.019920745,0.028756374,0,0,0,0.103954449,0.31618646,0.27178308,0.328662133,0.311856531,0.213771898,0.025147357,0.022953918,0,0.039591412,0.028286031,0.042340645,0.082642622,0.319534771,0.286295395,0.344641373,0.337753325,0.24577926,0.030125366,0.016447093,0.028122759,0.037197498,0.0505969,0.034547573,0.223448909,0.466604694,0.415613938,0.46869323,0.492294997,0.383412725,0.128529086,0.137055007,0.170127386,0.166732777,0.165873627,0.196597437,0.604215307,0.818348502,0.718649161,0.831429133,0.828637085,0.666540845,0.410194284,0.359612793,0.447019696,0.419253184,0.504703121,0.527536617,0.601631617,0.90622468,0.747562257,0.826511108,0.846525259,0.681862956,0.397405776,0.37268757,0.460305673,0.474777526,0.380409597,0.550337758,0.668913351,0.963544485,0.948198499,0.929834022,0.933547213,0.71237431,0.470256869,0.454297738,0.549922154,0.502093022,0.578758509,0.657690785,0.684775792,0.987646087,0.966669957,0.961345594,0.92178588,0.722484444,0.464591198,0.422239888,0.473035128,0.506303013,0.569716618,0.579813827,0.481546712,0.796383306,0.755748763,0.804843295,0.780089624,0.564266632,0.28685478,0.281477056,0.316246141,0.319060573,0.356314451,0.340973298,0.132525859,0.487292196,0.470648558,0.576823409,0.489793477,0.286073925,0.057297395,0.027144646,0.030666851,0,0.020702834,0,0.108507474,0.499452392,0.429745913,0.573638863,0.511743078,0.28771297,0.029556194,0.021387808,0.005090275,0.034078345,0.028891346,0.020241105,0,1,0,1.5,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0,0.5,1.5,0.5,0,0,0,0,0,1.5,0,2,2,0.5,1,1.5,0.5,0,0,0,0.5,1,0,1,2,2,1.5,0.5,0,0.5,0,0,1,0,1,4,7.5,10,7,2,0,0,1,0.5,1,0.5,3,18,24,23,27,10.5,3,1,1,1,0.5,1.5,7,21,18,19,21,19.5,3,0.5,0.5,0,0.5,0.5,10.5,21,15.5,20.5,23,21,3,1,0.5,0.5,1,0.5,6,20,17.5,24,21.5,15.5,2.5,0.5,0.5,0,1,1,1.5,9.5,18,21.5,14,5,0.5,0,0,0.5,0,0,0,2,2,3,2,1,1.5,0,0,0,0.5,1.5,0,1,1.5,1.5,2,0,0,0.5,0,0,0,0,glass
glass,0.002451207,0.00254871,0,0.011357385,0.012683112,0.277723222,0.465235795,0.496278658,0.457638145,0.389842042,0.075130222,0.023889358,0,0.016917313,0,0.017778385,0.020873651,0.274201198,0.463457114,0.536019454,0.534320777,0.400400559,0.056771672,0,0.005666453,0.023855978,0.00523207,0.009314144,0.002161097,0.245922691,0.457514764,0.485843466,0.502103659,0.385932722,0.084813699,0.032644147,0.003131882,0.01515773,0.002785975,0.018989238,0.002308359,0.270297399,0.456320425,0.504660707,0.521309124,0.38956348,0.080189306,0.005231068,0.026942148,0.034343492,0.022722118,0.020877391,0.023564523,0.283064602,0.428098835,0.488593661,0.518827906,0.413428928,0.07815225,0.032800676,0.230848384,0.197214781,0.181715615,0.156074108,0.189698042,0.449919028,0.61948492,0.630607811,0.68798793,0.520936758,0.267825785,0.212404189,0.654931109,0.642404299,0.532002017,0.527689022,0.570524587,0.803790076,0.894800071,0.903957044,1.019282623,0.948925964,0.528472445,0.650876807,0.621930177,0.649777391,0.614774909,0.524914614,0.581596899,0.759119577,0.948441779,0.975118939,1.080995022,0.964239231,0.685093865,0.718156765,0.684775792,0.678705204,0.664353557,0.569502514,0.568596572,0.805966973,0.969475905,1.011157963,1.060405483,0.982531852,0.690896777,0.657327322,0.728412986,0.76136929,0.709781142,0.615237606,0.620324753,0.84395286,1.028017066,1.027384033,1.058932872,0.994992075,0.706430993,0.659074899,0.55450657,0.575030207,0.540993446,0.513803502,0.489793477,0.702019603,0.915124737,0.963233775,0.982297773,0.856303423,0.545909973,0.425615658,0.023469313,0.037498526,0.034860573,0.007479377,0.033510918,0.28771297,0.539635478,0.616115435,0.576654432,0.45968521,0.07015285,0,0,0,0,0,0,0,0.5,1,1.5,1,0.5,0,0,0.5,0,0,0.5,0,1,0.5,0.5,1,0,1,0,0,0,0,1,0,0,0.5,1.5,0.5,0,0,0,0,1,0.5,0,0.5,1,2,1,0,1,0.5,0,0,0,1,0,0,1,2,1,2.5,0,0,1,1,1,0,0,3.5,11,14,10.5,6,1.5,1,1,1,1.5,1,1,11.5,29.5,33,27,18.5,5,1.5,1.5,0,1.5,1,2,21,26,28.5,24,23.5,7.5,1.5,1.5,1,1.5,1,2.5,26,27.5,26.5,23.5,24,7.5,2,0.5,1.5,1,1.5,2,21,31,31,32.5,24,5,1,1,0,0,0,2,7,20,33,24.5,13,3,3,0.5,0,0.5,0,0,0,1,3,1.5,1,0,0,glass
glass,0.002451207,0,0,0.011357385,0.27655489,0.441201431,0.540967273,0.540008616,0.294679461,0.055842937,0.015031425,0.023889358,0,0.016917313,0.007420393,0.01951006,0.270617789,0.396067186,0.541034677,0.586302588,0.34419671,0.036347548,0.019738643,0,0.030252165,0.026898696,0.00523207,0.017085924,0.260742594,0.375923725,0.539350229,0.51460611,0.332023784,0.055588133,0.028286031,0.037492396,0.473068179,0.447035648,0.374798525,0.356158951,0.6484346,0.821500269,0.955341434,0.94613394,0.8293131,0.547096964,0.532603494,0.609499029,0.608653376,0.593412754,0.514397556,0.46869323,0.816482511,0.949879366,1.003417426,1.007996196,0.957678979,0.660667182,0.663889382,0.73168014,0.619969485,0.591670965,0.501736192,0.519161221,0.855562243,0.946083505,0.987024173,0.970311896,0.889149551,0.541821097,0.596887768,0.67561281,0.660525743,0.654046255,0.548958378,0.527689022,0.902745198,0.970793726,0.978647497,0.949013982,0.865931598,0.611551618,0.503824116,0.68435697,0.512187735,0.544813514,0.520898535,0.467948948,0.819318627,0.823700747,0.931149999,0.934652193,0.810174011,0.502093022,0.547287791,0.599616936,0.080479774,0.103406826,0.073094531,0.05927494,0.441100377,0.499928011,0.604144249,0.631444487,0.415229061,0.109003797,0.098489643,0.067944117,0.02290794,0.035148261,0.03333833,0.033731539,0.400184918,0.45397586,0.574090617,0.583216767,0.354812743,0.060794208,0.031367425,0,0.036226581,0.037056789,0.035287711,0.03164783,0.416782183,0.461485123,0.61924148,0.621631232,0.378056686,0.031227574,0.020702834,0.009216113,0.010753213,0.037498526,0,0.020135655,0.444938846,0.459724951,0.627801088,0.649675746,0.400648797,0.059454762,0.035080374,0,0,0,0,0.5,0.5,0.5,0.5,1,1.5,0,0,0.5,0,0.5,0,0,2,1.5,2,2,0,0,0.5,0.5,0,0,1,0.5,2,2,2.5,3.5,1.5,0,0,1,1,1,1,1,8.5,21.5,30,28,10.5,2,1,0,0.5,1.5,1,1,25.5,29.5,29.5,28,19.5,5.5,2,1,0,1.5,2,2.5,27,23,29,31,21,6,0,0,1,1,1,1,22.5,26,29,33,22,6.5,2.5,0.5,0.5,1,2,0.5,10.5,24.5,28.5,29.5,10,2.5,1.5,1,0.5,0,0,1,2,4.5,6.5,5,2,0,0,0,0.5,0,0,0,1.5,1,2,1.5,0.5,0.5,0,0,0,0,0,0,0,1,3,2,0,0,0,0.5,0,0,0,0,2,1,1,1,0,0,0,0,glass
glass,0.002451207,0.196322613,0.282656469,0.429154424,0.392904579,0.413984361,0.116141489,0.023254194,0,0.022534386,0.015031425,0,0,0.184838072,0.270476182,0.414802244,0.380056755,0.371714705,0.119861247,0.019920745,0,0,0,0.011040087,0.024519887,0.220938705,0.292224869,0.402745243,0.378505207,0.329647047,0.115863473,0.020685603,0.027109793,0.039591412,0.046497542,0.065273635,0.459871646,0.615101061,0.637215843,0.712495096,0.733015716,0.751771669,0.505611966,0.408192179,0.484837618,0.489494711,0.503130733,0.562928155,0.58180786,0.755087739,0.785304529,0.869085438,0.918697386,0.899933075,0.598156065,0.514885502,0.608539306,0.609422,0.628923243,0.699093462,0.567143313,0.759469577,0.788526516,0.966633513,0.936276924,0.860265199,0.535598102,0.406151749,0.504601058,0.460756683,0.547940537,0.608465508,0.558455402,0.799677323,0.828200657,0.97986724,0.966724118,0.857896551,0.513462578,0.398782135,0.496740579,0.518610503,0.429806633,0.583863411,0.543563847,0.801200921,0.938482421,0.991245731,0.99058114,0.797875242,0.529351054,0.429773769,0.521501165,0.486544861,0.55892677,0.621946193,0.185238319,0.45955315,0.630689454,0.755246097,0.676391186,0.54615452,0.248192932,0.157801357,0.16416063,0.171380914,0.196853454,0.182692308,0.02290794,0.315742093,0.477484635,0.645342752,0.560206244,0.417955219,0.111462322,0.028641247,0.009927748,0.02259623,0.031367425,0,0.024858509,0.302574893,0.483868532,0.691744767,0.583717412,0.43369919,0.123212873,0.027144646,0.009957934,0,0.020702834,0,0.023469313,0.312279904,0.464520275,0.704476627,0.611840624,0.41111791,0.132890365,0.021387808,0.038130723,0.00829069,0.028891346,0,0,0,1,1.5,1,1,0,1.5,0,0,0,0,1,0.5,0.5,0,1,1.5,0,0,0,0,1.5,0,0,0.5,1,2,1,1.5,0,0.5,0,0,1,0,1,5,12,25,19,10.5,3,0.5,1.5,0,2,0,1,13,21,28,29,23,6.5,0,1.5,1.5,0.5,1.5,1.5,18,20,20.5,28.5,23.5,12,0.5,1.5,1,0.5,1.5,2,18,18,17.5,24.5,28,11,1,0,1.5,1,1.5,2,10,17.5,23,27,20,5,1,0,1.5,0.5,2,1.5,1,7,13.5,10,4.5,0.5,0.5,0,0,0,0,0.5,0,2,1.5,1.5,1.5,0,0.5,0,0,0,0,0,0,1.5,2,0,1,0.5,0.5,0,0,0,0.5,0,0,2,1.5,1,1,0,0,0.5,0,0,0,glass
glass,0,0,0,0.011357385,0,0,0.15649521,0.468097072,0.407545329,0.451346141,0.413394445,0.257894016,0,0.02313775,0,0.021241734,0,0.024445159,0.145803509,0.494891756,0.467262172,0.444955182,0.396338708,0.230267244,0.380096653,0.387508841,0.315720993,0.291575093,0.311856531,0.352793137,0.514281388,0.780279963,0.85275596,0.843248526,0.835953702,0.738091923,0.512640017,0.471079688,0.403380476,0.375074358,0.412161004,0.463214564,0.604068193,0.872665726,0.973711198,0.979005796,0.966645396,0.863464078,0.501192799,0.4919869,0.415613938,0.385435202,0.433623606,0.458554308,0.549623701,0.855444725,0.957678979,0.949885299,0.917306692,0.810438658,0.556945676,0.532682229,0.450007015,0.442903922,0.468554893,0.477041655,0.560640461,0.831661218,0.94651027,0.853788042,0.916818221,0.809732868,0.558455402,0.547868484,0.454717222,0.42478569,0.459783346,0.460405173,0.538340694,0.80568337,0.884693809,0.920322145,0.75516179,0.774998294,0.074461042,0.103846412,0.094010001,0.072538798,0.086267753,0.07780724,0.206088736,0.527798227,0.549922154,0.502093022,0.537318629,0.335367184,0.010559737,0.034487037,0,0,0,0.007449326,0.139708073,0.499147456,0.473035128,0.49915179,0.471560061,0.250682432,0.035319878,0.035148261,0.03333833,0.015099844,0,0.024025112,0.143383662,0.516134239,0.4696979,0.49390189,0.450190705,0.236117187,0,0.030836215,0.011868563,0.03164783,0.009126412,0.00766487,0.176159422,0.527105138,0.500324116,0.483945687,0.457712654,0.206970624,0.005376606,0,0,0.007479377,0.012103249,0.02124384,0.166675491,0.558404669,0.543754866,0.545726822,0.5034796,0.298369213,0,0,0,1.5,0,0,0,1.5,1.5,1,0.5,0,0,0,0,0,0,0,0.5,1.5,2,4,3.5,2,0,0,1,0.5,0.5,1.5,1.5,13.5,26,26,16,4.5,1,0,0,2,2,2,6.5,27.5,24,22.5,18,8,0.5,1,0,1,1,1.5,11.5,25,19,24,23,12,0,1,2,0,1,0.5,12,30,19.5,23.5,23.5,12,0.5,1,0,0,0,1,6,25.5,21.5,25,25,9,0,0,0.5,0,0,0,1,3,6.5,7.5,4,1,0.5,0,0,0,1,0.5,0,0.5,0.5,1,1,0.5,0,0.5,0,0,0,0,0.5,1,0.5,0.5,2,0,0,0,0,0,0,0,1.5,1.5,0.5,1,1,2.5,0.5,0,0,0,0,0,0,1,0.5,1,1,0,glass
glass,0,0,0.044697801,0.429154424,0.462496872,0.441201431,0.512831121,0.352373016,0,0,0.015031425,0,0.127763959,0.138686774,0.162774475,0.543303793,0.552186453,0.548642269,0.635243455,0.529180317,0.19304273,0.147406497,0.155996385,0.192834958,0.526908794,0.533634046,0.482369302,0.800075671,0.86032684,0.869898196,1.004935253,0.840671299,0.606050785,0.580232668,0.634111305,0.738091923,0.652491297,0.615101061,0.569804814,0.887439934,0.958473342,0.999928694,1.086189875,0.934499164,0.717482667,0.70518715,0.749335301,0.850547573,0.662308171,0.644062755,0.604857885,0.958920636,1.058950854,1.024711632,1.027637168,0.886207584,0.703574645,0.681815778,0.701645969,0.810438658,0.682936522,0.659660915,0.615220035,1.09326543,1.134984467,1.018535317,1.016957529,0.8475041,0.648330575,0.568813789,0.688954186,0.73555817,0.537092096,0.547868484,0.495124515,0.97986724,1.021833409,0.894345687,0.870000364,0.715538971,0.469697431,0.4898232,0.405113692,0.550337758,0.023128878,0.031543622,0.094010001,0.578530769,0.610194228,0.427992039,0.503623836,0.380698362,0.057116916,0,0.031627041,0.035922385,0.010559737,0.034487037,0.067472459,0.637192379,0.627294382,0.462578093,0.527724584,0.392588048,0.029004013,0,0.032842217,0.03398356,0.035319878,0.035148261,0.09998501,0.675427638,0.650363762,0.481564031,0.536959414,0.407475889,0.057613914,0.007395948,0.031367425,0,0,0.030836215,0.094213181,0.712323634,0.677507652,0.48926481,0.562104871,0.414524148,0.030666851,0,0.004353055,0.018432227,0.010753213,0.037498526,0.069713309,0.704476627,0.711803106,0.497272054,0.598423581,0.442833982,0.038130723,0.01658138,0.035080374,0,0,0,0,1.5,0.5,2,1,1.5,0.5,0,0.5,0.5,0,0.5,0,2.5,10,12,11,4,0,1,0.5,1,1,1,2,15.5,26.5,27.5,27,11.5,2.5,1,0.5,1,1.5,1.5,5,27,23.5,22.5,27,24,2.5,0,2,0,0.5,2,5,29,25.5,25,29.5,26,2.5,1,1,1.5,1,2,2.5,25.5,30,26,32,23.5,1.5,1,0.5,0.5,1,1,1,9.5,27,31,27,11,0,0.5,1,0.5,0,0,0.5,0.5,2,2,2,1,0,0,0.5,0,0.5,0,0,2,0.5,1.5,1,0,0,0,0,0,0,0.5,0,1,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0.5,0.5,1,0,0,1,0,0.5,0,0,1,0.5,1,1,0,0,0,0,0,0,glass
glass,0.002451207,0.196322613,0.256176752,0.316756783,0.352177135,0.411253561,0.075905975,0.009772231,0,0.022534386,0.015031425,0.023889358,0,0.207893021,0.25015046,0.317607384,0.338500186,0.371714705,0.064902021,0.019920745,0.021275093,0,0.019738643,0,0.01509317,0.220938705,0.264536205,0.300847887,0.332287469,0.34725854,0.080915714,0.022953918,0.027109793,0.033695892,0.028286031,0.032644147,0.029649277,0.235356343,0.283102883,0.310869134,0.345601744,0.374271861,0.079648556,0.028183814,0.028122759,0.037197498,0.0505969,0.022504854,0.044254335,0.237638545,0.29852979,0.343750291,0.386636928,0.399587202,0.079723546,0.045722495,0.028389039,0.029055354,0.019598939,0.032800676,0.357037931,0.576952898,0.589334986,0.653784224,0.720802709,0.693566062,0.347387891,0.282756406,0.326739998,0.284221886,0.35078849,0.393317902,0.558455402,0.805718631,0.77445185,0.817711302,0.911565049,0.857896551,0.463661541,0.398782135,0.487275782,0.503486193,0.429806633,0.583863411,0.606266771,0.869557222,0.979358169,0.910995266,0.99058114,0.849508845,0.555072506,0.478805226,0.578323961,0.532999388,0.600355991,0.707165889,0.649992161,0.891672548,1.000189807,0.961345594,0.965800966,0.889336822,0.554771328,0.473525041,0.530789076,0.561365653,0.602403396,0.62352012,0.552154735,0.831389426,0.905051716,0.925189592,0.950038468,0.821258865,0.481468756,0.415251358,0.4696979,0.470689619,0.512706597,0.504934711,0.217099271,0.531119537,0.611282687,0.680781863,0.671994511,0.563277341,0.237884839,0.166654511,0.183787325,0.155995765,0.196507227,0.171650528,0.041610787,0.336854875,0.429745913,0.508135655,0.545118931,0.431092789,0.103380498,0.02520428,0.027861195,0.025329862,0.011351159,0.007305232,0,0,0.5,2,0.5,0,0,0.5,1,0,0,0,0,1,0.5,0,1,1,0,0,0,1,1,1,0,1.5,2,0.5,2,1.5,0,0,0,0,0,1,0,0.5,2,1.5,1.5,1,0,1.5,0.5,0,1.5,0.5,0,1,2,3,2,1,0,0.5,0.5,0,0,0.5,1,6,13,19.5,20,9,3,1,1,1,0.5,0,2,12,23,22,24,24,7,1,0,1.5,2,0.5,2.5,16,17.5,23,24.5,24.5,9.5,2.5,1,1,1,1,3,16,17,22,22.5,30,7,1,1.5,0.5,0,1,2.5,11.5,19,22,25,24,4.5,0,1,1,1,0,0,3,8,12.5,10,6,3,0.5,0,1,0,1.5,0,0.5,1.5,2.5,2,1,0,0,0.5,0,0,0,glass
